incoterms_code,incoterms_name,incoterms_description
FCA,Free Carrier,The seller delivers the goods, cleared for export, at a named place (possibly including the seller's own premises)
FOB,Free on Board,Under FOB terms the seller bears all costs and risks up to the point the goods are loaded on board the vessel.
